tshirt,positive_pant,detailed,medium,low,empty,dif
183051864,165703938,"An image of light-wash denim high-rise distressed mom jeans featuring relaxed tapered legs, classic five-pocket construction, frayed knee rips, and subtle whiskering",Generate an image of light-wash high-rise mom jeans with distressed details,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
138255405,86274912,"An image of  dark wash skinny denim jeans made from stretch denim, featuring a mid-rise waist and classic five-pocket styling for a sleek, form-fitting look",Generate an image of dark wash skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
183962767,179745267,"An image of a hot pink tulle midi skirt with a voluminous A-line fit, layered sheer fabric, and a soft elastic waistband",Generate an image of a flared tulle midi skirt in hot pink,Generate an image of a midi skirt, ,"A photo of a Skirt, on white background, high quality."
100063339,104078225,"An image of  tan skinny khaki jeans crafted from stretch cotton twill, featuring a mid-rise waist, sculpted legs, classic five-pocket styling, and tonal stitching",Generate an image of  skinny khaki jeans with a mid-rise fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
186450316,177193043,An image of  blue skinny-fit cotton denim jeans featuring red rose embroidery along the legs and pockets,Generate an image of blue  skinny jeans with rose embroidery,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
208909077,208660765,An image of light wash blue high-waisted distressed denim cutoff shorts with frayed hems and a relaxed fit,Generate an image of light wash high-waisted denim cutoff shorts,Generate an image of cutoff denim shorts, ,"A photo of a Shorts, on white background, high quality."
71777017,73471344,"An image of black stretch cotton leggings with a sleek, form-fitting silhouette, elastic waistband, and smooth matte finish",Generate an image of black fitted stretch leggings,Generate an image of leggings, ,"A photo of a Leggings, on white background, high quality."
149840854,152923472,"An image of a black fit-and-flare skater dress featuring spaghetti straps, crafted from lightweight knit fabric with a fitted bodice and flared skirt",Generate an image of a black fit-and-flare skater dress with spaghetti straps,Generate an image of a skater dress, ,"A photo of a Dress, on white background, high quality."
168963404,168554194,"An image of  dark wash skinny denim jeans made from stretch denim fabric, form-fitting from hip to ankle, featuring classic five-pocket styling, zip-fly button closure, and subtle fading","Generate an image of dark wash skinny jeans with a close, tapered fit",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
154879776,153282295,"An image of vintage high-waist brown plaid wool trousers with a tailored fit, featuring a classic plaid pattern and rich wool texture",Generate an image of high-waist brown plaid wool trousers with a tailored fit,Generate an image of plaid trousers, ,"A photo of a Trousers, on white background, high quality."
90590985,34494068,An image of tan high-waist denim cuffed shorts with a slim fit and rolled hems,Generate an image of tan high-waist denim shorts,Generate an image of cuffed denim shorts, ,"A photo of a Shorts, on white background, high quality."
206088164,201987660,"An image of a white eyelet lace tiered mini skirt with a flared silhouette, crafted from delicate cotton eyelet lace fabric and featuring layered tiers and scalloped hems",Generate an image of a white tiered mini skirt with a flared fit,Generate an image of a tiered mini skirt, ,"A photo of a Skirt, on white background, high quality."
70210144,71395547,"An image of  black stretch denim skinny jeans with a mid-rise waist, classic five-pocket styling, belt loops, and a zip fly",Generate an image of  skinny jeans in black stretch denim,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
113023362,110910785,An image of a red tartan wool-blend pleated mini skirt featuring an A-line fit and structured waistband,Generate an image of a red pleated mini skirt with tartan pattern,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
192902605,202761915,"An image of a red midi skirt with white polka dots, crafted from lightweight woven fabric, featuring an asymmetric hemline, mid-waist fit, and flowy silhouette",Generate an image of a red asymmetric midi skirt with a relaxed fit,Generate an image of a polka dot midi skirt, ,"A photo of a Skirt, on white background, high quality."
149355832,159936220,"An image of black high-waisted pleated  dress shorts crafted from structured woven fabric with a sharp tailored fit, front pleats, belt loops, and side pockets",Generate an image of black high-waisted tailored dress shorts,Generate an image of dress shorts, ,"A photo of a Dress Shorts, on white background, high quality."
186845709,95409378,"An image of black stretchy cotton leggings  with a high-rise elastic waistband, full-length silhouette, and figure-hugging fit",Generate an image of black fitted leggings,Generate an image of leggings, ,"A photo of a Leggings, on white background, high quality."
150658043,150526427,"Generate an image of black high-waisted coated skinny jeans made from stretch denim with a glossy finish, featuring five-pocket styling, belt loops, and a zip fly",Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
157414377,154367235,"An image of black slim-fit wool tailored trousers with a mid-rise waistband, pressed front creases, belt loops, and side pockets",Generate an image of slim-fit black wool tailored trousers,Generate an image of tailored trousers, ,"A photo of a Trousers, on white background, high quality."
149483291,150443714,"An image of  grey linen jogger pants with a relaxed fit, adjustable drawstring waistband, and elastic cuffs",Generate an image of relaxed-fit grey jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
167886274,161705168,"An image of a pastel color-block boucle patchwork zip-front mini skirt with a slim fit, featuring textured boucle panels in soft pastel hues and a front zipper closure",Generate an image of a fitted pastel color-block mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
153435862,154480656,An image of a tan suede A-line mini skirt with a button-front closure and soft textured finish,Generate an image of a tan A-line mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
94181460,108857942,An image of black skinny-fit denim jeans with distressed ripped knees,Generate an image of black skinny jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
147538920,49418972,An image of black stretch denim skinny jeans with a form-hugging fit and faux leather pocket trim,Generate an image of black skinny-fit jeans with faux leather pocket accents,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
150699012,192660189,"An image of blue denim ripped skinny jeans with a body-hugging fit, distressed knee slashes, five-pocket styling, and a zip-fly closure",Generate an image of blue ripped skinny jeans,Generate an image of ripped jeans, ,"A photo of a Jeans, on white background, high quality."
160055855,146259656,"An image of light-wash skinny denim jeans crafted from soft cotton denim with a mid-rise waist, classic five-pocket styling, zip-fly button closure, and slim ankle-grazing legs",Generate an image of light-wash skinny-fit denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
169811650,207192948,An image of  bright yellow slim-fit tailored trousers in structured woven fabric with a mid-rise waist and tapered legs,Generate an image of bright yellow slim-fit tailored trousers,Generate an image of tailored trousers, ,"A photo of a Trousers, on white background, high quality."
191245754,204375846,"An image of a beige and white vertical striped linen wrap midi skirt, mid-calf length, lightweight and breathable with a self-tie waist",Generate an image of a beige and white striped wrap midi skirt,Generate an image of a wrap midi skirt, ,"A photo of a Skirt, on white background, high quality."
91208999,94350953,"An image of a cream sleeveless mini cocktail dress in a smooth woven fabric, featuring a peplum waist, fit-and-flare silhouette, tailored bodice, and subtle sheen",Generate an image of a cream fit-and-flare peplum mini dress,Generate an image of a peplum dress, ,"A photo of a Cocktail Dress, on white background, high quality."
63549811,67906010,"An image of light wash distressed denim cutoff shorts with a high-waisted rise, frayed raw hems, and a relaxed fit",Generate an image of high-waisted light wash denim cutoff shorts,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
205160726,165703938,"An image of light-wash denim high-rise distressed mom jeans featuring relaxed tapered legs, classic five-pocket construction, frayed knee rips, and subtle whiskering",Generate an image of light-wash high-rise mom jeans with distressed details,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
182550574,206753694,An image of light blue high-waisted distressed denim cutoff shorts with frayed hems and raw edges,Generate an image of light blue high-waisted denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
182550574,206753694,An image of light blue high-waisted distressed denim cutoff shorts with frayed hems and raw edges,Generate an image of light blue high-waisted denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Cutoff Shorts, on white background, high quality."
56263779,101382695,"An image of light wash denim bootcut jeans with a distressed finish featuring subtle fading, whiskering, and frayed rips",Generate an image of light wash bootcut jeans,Generate an image of distressed jeans, ,"A photo of a Jeans, on white background, high quality."
87973799,92658596,"An image of a red tartan pleated mini skirt made from wool-blend fabric, high-waisted with a fitted band, crisp knife pleats, and a short mini length",Generate an image of a fitted-waist pleated mini skirt in red tartan,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
190298802,187417233,"An image of dark-wash  skinny jeans crafted from stretch denim, mid-rise fit with classic five-pocket styling, zip fly and button closure, subtle fading and contrast stitching",Generate an image of dark-wash skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
173214096,176565800,"An image of a black and white chevron-striped cotton A-line mini skirt with a fitted waist, slight flare, and above-the-knee length",Generate an image of a black and white A-line mini skirt with chevron stripes,Generate an image of an A-line mini skirt, ,"A photo of a Skirt, on white background, high quality."
154699713,171744364,"An image of  high-waisted woven shorts in a multicolor tribal print, relaxed fit, finished with a fringe hem",Generate an image of high-waisted woven shorts with tribal print,Generate an image of fringe shorts, ,"A photo of a Shorts, on white background, high quality."
150826243,154930248,"An image of black faux leather skinny pants with a high-waisted rise, sleek finish, and form-hugging silhouette",Generate an image of high-waisted black faux leather skinny pants,Generate an image of skinny pants, ,"A photo of a Skinny Pants, on white background, high quality."
148287660,149619996,"An image of blue denim skinny jeans with a slim fit, five-pocket design, zip fly, and contrasting plaid knee patches",Generate an image of blue skinny denim jeans with plaid knee patches,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
128281661,186711214,"An image of a red pleated midi A-line skirt with a high waist, crafted from lightweight woven fabric and featuring a flowing A-line fit",Generate an image of a red high-waist A-line midi skirt,Generate an image of a pleated skirt, ,"A photo of a Skirt, on white background, high quality."
46376664,45542788,"An image of  black acid-wash denim skinny jeans with a mid-rise, figure-hugging fit and classic five-pocket detailing",Generate an image of  black acid-wash skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
99460993,117536470,An image of distressed mid-wash denim skinny jeans with cuffed hems,Generate an image of mid-wash skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
93255029,78075680,"An image of black leather culottes featuring a high waist, cropped length, and wide-leg silhouette",Generate an image of black cropped high-waisted culottes,Generate an image of culottes, ,"A photo of a Culottes, on white background, high quality."
140088560,138148674,"An image of black stretch-denim skinny jeans with distressed knee rips, mid-rise waist, classic five-pocket styling, designed ",Generate an image of black skinny jeans with knee rips,Generate an image of ripped skinny jeans, ,"A photo of a Jeans, on white background, high quality."
180488743,181140607,"An image of black and white plaid high-waist skinny pants crafted from stretch woven fabric, featuring a fitted silhouette, tapered legs, and a classic plaid pattern",Generate an image of black and white plaid high-waist skinny pants,Generate an image of plaid skinny pants, ,"A photo of a Pants, on white background, high quality."
158689443,194421658,"Generate an image of a pink plaid tweed wrap mini skirt made of textured tweed fabric, featuring a side-tie wrap front, slim fit silhouette, and above-the-knee length",Generate an image of a pink wrap mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
200576906,187653626,"An image of an orange pleated midi A-line skirt in lightweight fabric, mid-calf length, featuring an all-over flamingo print and a fitted waist",Generate an image of an orange pleated A-line midi skirt,Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
39402991,40167658,"An image of brown leather high-waisted tailored shorts with a structured fit, crisp front seams, and a polished finish",Generate an image of brown high-waisted tailored shorts,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
113374890,92910391,"An image of  slim bootcut blue denim jeans with a slight flare at the hem, classic five-pocket styling, belt loops, and contrast stitching",Generate an image of slim bootcut blue denim jeans,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
210212287,214149438,"Generate an image of an orange-and-black vertically striped pleated midi skirt, mid-calf length with sharp knife pleats, lightweight woven fabric, fitted waistband and gentle A-line flare",Generate an image of a pleated midi skirt with vertical orange and black stripes,Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
92244886,82755587,"An image of a light-wash cotton denim mini skirt with a slim, fitted silhouette, classic waistband, five-pocket styling, belt loops, and subtle fading",Generate an image of a fitted light-wash denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
130376037,164365476,"An image of white high-waisted tailored shorts in crisp cotton, covered in colorful floral print, featuring a fitted silhouette and clean tailoring details",Generate an image of floral high-waisted tailored shorts,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
52516141,82629781,"An image of  white skinny-fit denim jeans with a classic five-pocket design, belt loops, and a zip fly",Generate an image of white skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
141808514,199586401,"Generate an image of  high-waisted distressed denim cutoff shorts in classic medium-blue cotton denim, slim fit, featuring frayed hems and worn-in abrasions",Generate an image of high-rise denim cutoff shorts with a fitted silhouette,Generate an image of cutoff denim shorts, ,"A photo of a Shorts, on white background, high quality."
24695486,64778167,"An image of red geometric print thermal leggings made from warm stretchy thermal knit fabric, form-fitting with a high-rise elastic waistband and full-length coverage",Generate an image of red slim-fit thermal leggings,Generate an image of thermal leggings, ,"A photo of a Thermal Leggings, on white background, high quality."
124778550,91022529,"An image of tan skinny stretch denim jeans  featuring a mid-rise waist, five-pocket styling, belt loops, and a zip fly",Generate an image of tan skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
169923690,170645449,"An image of a blue denim mini skirt in a slim A-line fit, crafted from medium-wash denim and decorated with intricate crane embroidery, complete with belt loops, five pockets, and a front zip fly",Generate an image of a blue denim mini skirt with crane embroidery and a slim fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
210373017,202286843,"Generate an image of a black and white gingham cotton A-line skirt with a high waist and flared silhouette, featuring a fitted waistband and crisp pleats",Generate an image of a black and white gingham high-waist A-line skirt,Generate an image of a gingham A-line skirt, ,"A photo of a Skirt, on white background, high quality."
45283112,42513027,"An image of dark wash denim skinny jeans featuring a snug, body-hugging fit, classic five-pocket styling, belt loops, and a zip fly",Generate an image of dark wash skinny denim jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
204259098,204259077,"An image of blue floral jacquard high-waisted shorts featuring delicate lace trim along the hem, made from lightweight woven fabric with a slim tailored fit",Generate an image of blue high-waisted jacquard shorts with a tailored fit,Generate an image of lace-trim shorts, ,"A photo of a Shorts, on white background, high quality."
75260717,64357075,"Generate an image of blush pink lace ruffle shorts made from delicate lace fabric, featuring a high-waisted slim fit and layered ruffle hems",Generate an image of blush pink lace shorts with a relaxed fit,Generate an image of ruffle shorts, ,"A photo of a Shorts, on white background, high quality."
138003188,142218773,An image of an ivory embellished sleeveless shift mini dress with a relaxed straight fit in smooth lightweight fabric and intricate bead detailing,Generate an image of an ivory shift mini dress with a relaxed fit and sleeveless embellished design,Generate an image of a shift mini dress, ,"A photo of a Dress, on white background, high quality."
114378447,112548036,"Generate an image of black faux leather skinny leggings , featuring a sleek matte finish, body-hugging fit, and high-stretch material",Generate an image of black skinny faux leather leggings with a tight fit,Generate an image of faux leather leggings, ,"A photo of a Leggings, on white background, high quality."
209517318,125152310,"An image of  white denim skinny jeans with a mid-rise fit, classic five-pocket design, belt loops, and slight stretch",Generate an image of  white skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
193013833,192088366,"An image of a black asymmetrical wrap mini skirt in structured woven fabric, slim-fit, featuring a front zipper pocket",Generate an image of a black asymmetrical wrap mini skirt with a slim fit,Generate an image of a wrap mini skirt, ,"A photo of a Skirt, on white background, high quality."
114477794,112128725,"An image of a black faux-leather mini skirt with a fitted high-waist silhouette, sleek sheen, and an asymmetrical front zip closure",Generate an image of a black fitted mini skirt with an asymmetrical zip,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
141255956,153346542,"An image of a multicolored plaid wool A-line mini skirt with a button-front closure, soft wool fabric, flared A-line fit, and thigh-length hem",Generate an image of a plaid A-line mini skirt with a button front,Generate an image of a plaid mini skirt, ,"A photo of a Skirt, on white background, high quality."
116869866,123889894,"An image of blue distressed skinny jeans made from stretch denim, featuring a tight form-fitting silhouette, ripped patches, and subtle fading",Generate an image of blue skinny jeans with a slim fit and distressed details,Generate an image of skinny jeans with ripped accents, ,"A photo of a Jeans, on white background, high quality."
47360710,65018830,"Generate an image of  emerald green tailored dress shorts made from structured woven fabric, featuring a high-waisted slim fit, crisp pleats, and a clean waistband",Generate an image of  emerald green tailored dress shorts with a slim fit,Generate an image of dress shorts, ,"A photo of a Dress Shorts, on white background, high quality."
140035388,143498788,"An image of a brown sleeveless A-line midi dress made of smooth leather, fitted through the bodice with a softly flared skirt",Generate an image of a brown leather A-line midi dress,Generate an image of a midi dress, ,"A photo of a Dress, on white background, high quality."
149563504,150628064,An image of a navy blue satin drop-waist fit-and-flare mini dress with a flared skirt and lustrous sheen,Generate an image of a navy satin fit-and-flare mini dress,Generate an image of a mini dress, ,"A photo of a Mini Dress, on white background, high quality."
211248083,198319212,"An image of a black and white polka-dot midi pencil skirt in stretch cotton fabric, slim fit with a high waist",Generate an image of a black and white slim-fit midi pencil skirt,Generate an image of a polka-dot pencil skirt, ,"A photo of a Skirt, on white background, high quality."
169510044,164448166,"An image of black running shorts with white trim, crafted from lightweight moisture-wicking polyester, featuring a relaxed athletic fit, curved side hems, and an elastic waistband",Generate an image of black relaxed-fit running shorts with white trim,Generate an image of running shorts, ,"A photo of a Running Shorts, on white background, high quality."
116839673,118030238,An image of light wash blue high-waisted cuffed denim shorts made from cotton denim with a relaxed fit,Generate an image of high-waisted light wash denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
110573955,133508190,"An image of light-wash denim jean shorts with a high waist, cuffed hems, classic five-pocket styling, and a metal button closure",Generate an image of high-waisted cuffed denim jean shorts,Generate an image of jean shorts, ,"A photo of a Jeans, on white background, high quality."
166094769,148090659,An image of white high-waisted wide-leg pleated culottes in a lightweight fabric with crisp structured pleats,Generate an image of white high-waisted wide-leg culottes,Generate an image of culottes, ,"A photo of a Culottes, on white background, high quality."
101116865,84663120,"An image of tan slim-fit cotton chino pants with a mid-rise waist, belt loops, and front slash pockets",Generate an image of tan slim-fit chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
149537219,160454247,"An image of bright yellow  skinny denim jeans with a slim, body-hugging fit, classic five-pocket design, belt loops, and a zip fly",Generate an image of bright yellow skinny jeans with a fitted silhouette,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
150635408,174539641,An image of a rust suede A-line mini skirt with a button-front closure,Generate an image of a rust A-line suede mini skirt,Generate an image of a suede mini skirt, ,"A photo of a Skirt, on white background, high quality."
194477048,202589951,"An image of a beige lace crochet mini skirt, fitted at the high waist with a slight A-line silhouette and scalloped hem detailing",Generate an image of a fitted beige lace crochet mini skirt,Generate an image of a mini lace skirt, ,"A photo of a Skirt, on white background, high quality."
133717975,130385239,"An image of  skinny jeans in stretch denim featuring a white base with soft pink all-over floral print, mid-rise five-pocket design and a form-hugging fit",Generate an image of  white and pink floral skinny jeans,Generate an image of floral skinny jeans, ,"A photo of a Jeans, on white background, high quality."
129974293,121190395,"An image of light-wash distressed denim short overalls with adjustable buckle straps, front bib pocket, relaxed fit, and frayed hems",Generate an image of light-wash denim short overalls in a relaxed fit,Generate an image of denim short overalls, ,"A photo of a Overalls, on white background, high quality."
112708090,149754710,"An image of a burgundy leather wrap mini skirt with a high-waist fitted silhouette, smooth matte finish, side-tie closure, and above-the-knee hem",Generate an image of a fitted burgundy leather wrap mini skirt,Generate an image of a leather mini skirt, ,"A photo of a Skirt, on white background, high quality."
83387683,117620649,"An image of mid-wash blue high-waisted cuffed denim shorts crafted from sturdy cotton denim, fitted at the waist with a relaxed leg, featuring rolled cuffs, belt loops, and classic five-pocket detailing",Generate an image of high-waisted blue denim shorts with cuffed hems,Generate an image of cuffed denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
149521082,150729905,"An image of blue distressed boyfriend jeans , crafted from mid-weight cotton denim, featuring a relaxed fit with rolled cuffs and subtle fading",Generate an image of blue relaxed-fit boyfriend jeans with distressed details,Generate an image of distressed jeans, ,"A photo of a Jeans, on white background, high quality."
189794465,190105197,"An image of light wash cotton denim skinny jeans featuring a snug fit, floral embroidered motifs, and distressed ripped details",Generate an image of light wash skinny jeans with floral embroidery,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
147318259,118295431,"Generate an image of  light wash distressed boyfriend jeans made from soft cotton denim, showcasing a relaxed mid-rise boyfriend fit with ripped and frayed detailing, classic five-pocket styling, and optional cuffed hems",Generate an image of light wash boyfriend jeans with a relaxed fit and distressed details,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
57614290,62692308,An image of  green and red tartan plaid wool tapered trousers,Generate an image of  tapered wool trousers in green and red plaid,Generate an image of tartan trousers, ,"A photo of a Trousers, on white background, high quality."
71263940,95510643,An image of black wool windowpane-check pleated tapered trousers with pressed creases,Generate an image of black tapered pleated trousers,Generate an image of tapered trousers, ,"A photo of a Trousers, on white background, high quality."
183689040,61978730,"An image of black stretch denim skinny jeans featuring a mid-rise waist, classic five-pocket design, zip-fly with button closure, belt loops, and a form-fitting silhouette",Generate an image of black skinny-fit jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
186995258,181595945,"An image of  white high-waisted skinny jeans in stretchy denim, figure-hugging fit with classic five-pocket styling and belt loops",Generate an image of white high-waisted skinny jeans with a snug fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
118629777,116222168,"An image of black denim high-waisted skinny jeans featuring a classic five-pocket design, belt loops, and a zip fly",Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
207428920,177196539,"An image of light wash denim shorts with a high paperbag waist, relaxed fit, distressed abrasions, and frayed hems",Generate an image of light wash paperbag waist denim shorts,Generate an image of distressed denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
157675866,96384400,"An image of a blush pink wool A-line mini skirt, high-waisted and above-the-knee, featuring a structured silhouette and decorative gold buttons down the front",Generate an image of a blush pink A-line mini skirt with gold buttons,Generate an image of an A-line mini skirt, ,"A photo of a Skirt, on white background, high quality."
76145368,76817152,"An image of a red lace overlay pencil skirt with nude lining, slim form-fitting knee-length silhouette, and delicate scalloped hem",Generate an image of a fitted red lace pencil skirt,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
202759836,187410532,An image of red lightweight woven culotte pants featuring a wide-leg silhouette and a self-tie waist,Generate an image of red wide-leg culotte pants,Generate an image of culotte pants, ,"A photo of a Culotte Pants, on white background, high quality."
202759836,187410532,An image of red lightweight woven culotte pants featuring a wide-leg silhouette and a self-tie waist,Generate an image of red wide-leg culotte pants,Generate an image of culotte pants, ,"A photo of a Culotte pants, on white background, high quality."
25607701,63875593,"An image of slim fit khaki chino pants crafted from cotton twill, featuring a tapered leg, slant side pockets, welt back pockets, belt loops, and a button-zip fly",Generate an image of slim fit khaki chino pants,Generate an image of chino pants, ,"A photo of a Chino Pants, on white background, high quality."
25607701,63875593,"An image of slim fit khaki chino pants crafted from cotton twill, featuring a tapered leg, slant side pockets, welt back pockets, belt loops, and a button-zip fly",Generate an image of slim fit khaki chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
149674991,149649907,"An image of a mustard, black, and white colorblock midi dress in soft stretch jersey, featuring a slim fit silhouette, mock neck, long sleeves, and a mid-calf hemline","Generate an image of a slim-fit mustard, black, and white colorblock midi dress with a mock neck and long sleeves",Generate an image of a colorblock midi dress, ,"A photo of a Dress, on white background, high quality."
172846524,99935172,"An image of a black floral pleated A-line skirt in lightweight woven fabric, featuring crisp pleats and a flared A-line silhouette",Generate an image of a pleated A-line skirt with a black floral pattern,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
206281911,200031760,"An image of  light blue denim skinny jeans with an all-over floral print, distressed rips, frayed edges, five-pocket design, and a body-hugging slim fit",Generate an image of light blue floral distressed skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
184069445,182680037,"An image of burgundy stretch-denim skinny jeans with a mid-rise waist, classic five-pocket styling, and a sleek figure-hugging fit",Generate an image of burgundy skinny jeans with slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
190479176,183994399,"An image of camel tan skinny denim jeans with a sleek skinny fit, mid-rise waist, classic five-pocket styling, and belt loops",Generate an image of camel tan skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
126854429,126987017,"An image of a burgundy high-waisted velvet skater skirt with a soft plush texture, flared A-line silhouette, and above-the-knee length",Generate an image of a burgundy high-waisted skater skirt,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
79542240,78990555,"An image of  mint-grey ankle trousers in a lightweight cotton-blend fabric, featuring an all-over leaf print, slim tapered fit that ends at the ankle, flat front waistband, and subtle side pockets",Generate an image of slim tapered mint-grey ankle trousers with a leaf print,Generate an image of ankle trousers, ,"A photo of a Trousers, on white background, high quality."
108690921,151452991,"An image of black high-waisted tailored shorts in a smooth woven fabric, fitted through the waist and hips with neatly cuffed hems",Generate an image of black high-waisted tailored shorts,Generate an image of cuffed shorts, ,"A photo of a Shorts, on white background, high quality."
195300568,201059769,"An image of a mustard yellow cotton shift dress with a relaxed straight silhouette, featuring a contrasting white Peter Pan collar",Generate an image of a mustard yellow relaxed-fit shift dress,Generate an image of a shift dress, ,"A photo of a Shift Dress, on white background, high quality."
197719400,102968622,"An image of light-wash denim skinny jeans with a high waist, crafted from cotton denim, featuring classic five-pocket styling, belt loops, and a zip fly",Generate an image of light-wash high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
219311790,216847240,"An image of light wash denim mom jeans featuring floral embroidery, ripped distressing, classic five-pocket styling, and a relaxed high-waisted fit",Generate an image of light wash mom jeans with floral embroidery,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
203770137,158878031,"An image of white high-rise skinny denim jeans  made from stretch cotton denim, featuring a form-hugging fit, classic five-pocket styling, belt loops, metal rivets, and a zip-fly closure",Generate an image of  white skinny high-rise denim jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
155433097,205994276,An image of a light wash cotton denim mini skirt with a high-waisted fit and an asymmetrical hemline,Generate an image of a light wash high-waisted denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
139118931,134293639,"An image of a white high-waisted A-line skirt made of crisp cotton, featuring a flared fit and oversized black polka-dot print throughout",Generate an image of a high-waisted A-line skirt with large black polka dots,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
72762882,86915636,"An image of an orange pencil skirt with an ornate baroque mixed print, crafted from stretch cotton-blend fabric, high-waisted, knee-length, with a sleek figure-hugging fit",Generate an image of an orange slim-fit baroque print pencil skirt,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
191579082,192392263,"An image of a black faux leather high-waisted pleated skater skirt with a flared A-line fit and smooth, glossy texture",Generate an image of a black high-waisted pleated skater skirt,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
178810845,173651630,An image of black high-waisted distressed denim shorts with frayed hems,Generate an image of black high-waisted denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
196275011,205994276,An image of a light wash cotton denim mini skirt with a high-waisted fit and an asymmetrical hemline,Generate an image of a light wash high-waisted denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
142806257,144495326,An image of a brown leather button-front A-line mini skirt with a high-waisted fit and smooth polished finish,Generate an image of a brown A-line leather mini skirt,Generate an image of an A-line mini skirt, ,"A photo of a Skirt, on white background, high quality."
